states,year,quarter,district,trans_counts,amount
Ladakh,2021,4,Leh Ladakh District,495230,1736886845.1
Ladakh,2022,1,Kargil District,129349,371130651.78
Ladakh,2022,1,Leh Ladakh District,500666,1653910267.07
Ladakh,2022,2,Kargil District,229338,644363529.27
Ladakh,2022,2,Leh Ladakh District,888735,2898954648.72
Ladakh,2022,3,Kargil District,244513,647171126.77
Ladakh,2022,3,Leh Ladakh District,946345,2958028223.6
Ladakh,2022,4,Kargil District,233208,548410667.54
Ladakh,2022,4,Leh Ladakh District,850164,2346066905.14
Lakshadweep,2018,1,Lakshadweep District,778,1928611.18
Lakshadweep,2018,2,Lakshadweep District,2132,6187809.54
Lakshadweep,2018,3,Lakshadweep District,1703,4339032.31
Lakshadweep,2018,4,Lakshadweep District,1642,4463213.7
Lakshadweep,2019,1,Lakshadweep District,2481,8786130.48
Lakshadweep,2019,2,Lakshadweep District,2926,9242524.14
Lakshadweep,2019,3,Lakshadweep District,3104,9651761.46
Lakshadweep,2019,4,Lakshadweep District,3765,11269913.4
Lakshadweep,2020,1,Lakshadweep District,5151,13502368.57
Lakshadweep,2020,2,Lakshadweep District,7220,16942922.09
Lakshadweep,2020,3,Lakshadweep District,8589,21306833.31
Lakshadweep,2020,4,Lakshadweep District,11650,30111317.92
Lakshadweep,2021,1,Lakshadweep District,9085,27042782.91
Lakshadweep,2021,2,Lakshadweep District,11384,27383463.66
Lakshadweep,2021,3,Lakshadweep District,13370,38803163.7
Lakshadweep,2021,4,Lakshadweep District,15470,50998185.53
Lakshadweep,2022,1,Lakshadweep District,16397,54939432.65
Lakshadweep,2022,2,Lakshadweep District,17569,55929601.99
Lakshadweep,2022,3,Lakshadweep District,15241,47580009.62
Lakshadweep,2022,4,Lakshadweep District,17147,54813873.61
Madhya Pradesh,2018,1,Morena District,107452,106573744.58
Madhya Pradesh,2018,1,Alirajpur District,7310,11011810.08
Madhya Pradesh,2018,1,Sehore District,262578,253627459.67
Madhya Pradesh,2018,1,Rajgarh District,131433,149723488.77
Madhya Pradesh,2018,1,Khargone District,108869,135612637.1
Madhya Pradesh,2018,1,Satna District,169230,142054016.78
Madhya Pradesh,2018,1,Narsinghpur District,116931,87244331.65
Madhya Pradesh,2018,1,Jabalpur District,294739,336129604.09
Madhya Pradesh,2018,1,Hoshangabad District,121682,116991872.46
Madhya Pradesh,2018,1,Vidisha District,152184,134130249.63
Madhya Pradesh,2018,1,Balaghat District,99805,96872703.12
Madhya Pradesh,2018,1,Singrauli District,146704,180771690.59
Madhya Pradesh,2018,1,Betul District,121719,120159354.61
Madhya Pradesh,2018,1,Sidhi District,61516,79354632.02
Madhya Pradesh,2018,1,Datia District,43232,30601928.4
Madhya Pradesh,2018,1,Dewas District,187518,204604018.78
Madhya Pradesh,2018,1,Sheopur District,26051,23353770.84
Madhya Pradesh,2018,1,Neemuch District,73718,64779675.82
Madhya Pradesh,2018,1,Raisen District,157756,124143402.56
Madhya Pradesh,2018,1,Mandsaur District,97213,82585094.0
Madhya Pradesh,2018,1,Barwani District,31525,42701906.92
Madhya Pradesh,2018,1,Katni District,65116,54955544.75
Madhya Pradesh,2018,1,Dindori District,19124,20882302.03
Madhya Pradesh,2018,1,Shivpuri District,69731,59453330.49
Madhya Pradesh,2018,1,Gwalior District,354555,437805408.2
Madhya Pradesh,2018,1,Anuppur District,52207,53676545.84
Madhya Pradesh,2018,1,Agar Malwa District,46312,90606925.95
Madhya Pradesh,2018,1,Ashoknagar District,37316,37659899.3
Madhya Pradesh,2018,1,Sagar District,217079,158907811.38
Madhya Pradesh,2018,1,Niwari District,20669,12106652.78
Madhya Pradesh,2018,1,Rewa District,210786,249549304.78
Madhya Pradesh,2018,1,Shajapur District,100763,96403911.71
Madhya Pradesh,2018,1,Ujjain District,223180,258084907.6
Madhya Pradesh,2018,1,Bhind District,101429,79340297.09
Madhya Pradesh,2018,1,Tikamgarh District,53683,47488844.28
Madhya Pradesh,2018,1,Seoni District,82748,68746483.32
Madhya Pradesh,2018,1,Harda District,43384,50800702.06
Madhya Pradesh,2018,1,Burhanpur District,30712,33868567.81
Madhya Pradesh,2018,1,Damoh District,69994,52032411.78
Madhya Pradesh,2018,1,Bhopal District,1704495,1905473874.83
Madhya Pradesh,2018,1,Jhabua District,20133,23988491.44
Madhya Pradesh,2018,1,Dhar District,183246,206440756.11
Madhya Pradesh,2018,1,Guna District,99030,81652639.7
Madhya Pradesh,2018,1,East Nimar District,71864,82356693.06
Madhya Pradesh,2018,1,Chhindwara District,169657,137580364.62
Madhya Pradesh,2018,1,Umaria District,31009,31995694.24
Madhya Pradesh,2018,1,Mandla District,28899,37490484.59
Madhya Pradesh,2018,1,Indore District,1066784,1455149305.0
Madhya Pradesh,2018,1,Shahdol District,64833,84881495.14
Madhya Pradesh,2018,1,Ratlam District,128218,147489689.6
Madhya Pradesh,2018,1,Panna District,37817,27325866.57
Madhya Pradesh,2018,1,Chhatarpur District,101457,74380804.92
Madhya Pradesh,2018,2,Morena District,140175,210264909.1
Madhya Pradesh,2018,2,Alirajpur District,11022,21203028.48
Madhya Pradesh,2018,2,Sehore District,344826,478416852.59
Madhya Pradesh,2018,2,Rajgarh District,191089,323456380.19
Madhya Pradesh,2018,2,Khargone District,148822,248645678.45
Madhya Pradesh,2018,2,Satna District,242463,270342008.74
Madhya Pradesh,2018,2,Narsinghpur District,173263,187137161.82
Madhya Pradesh,2018,2,Jabalpur District,422639,584301958.94
Madhya Pradesh,2018,2,Hoshangabad District,160516,259286994.4
Madhya Pradesh,2018,2,Vidisha District,206091,269816199.51
Madhya Pradesh,2018,2,Balaghat District,143103,195633852.36
Madhya Pradesh,2018,2,Singrauli District,197668,353747944.24
Madhya Pradesh,2018,2,Betul District,166350,221353395.4
Madhya Pradesh,2018,2,Sidhi District,85270,170776755.87
Madhya Pradesh,2018,2,Datia District,69866,80851949.85
Madhya Pradesh,2018,2,Dewas District,237116,373245353.23
Madhya Pradesh,2018,2,Sheopur District,35135,56890745.44
Madhya Pradesh,2018,2,Neemuch District,84147,126296373.11
Madhya Pradesh,2018,2,Raisen District,185436,235343086.38
Madhya Pradesh,2018,2,Mandsaur District,124845,177321632.51
Madhya Pradesh,2018,2,Barwani District,46585,84341593.3
Madhya Pradesh,2018,2,Katni District,87813,125498503.8
Madhya Pradesh,2018,2,Dindori District,29598,50389328.11
Madhya Pradesh,2018,2,Shivpuri District,102351,123721424.85
Madhya Pradesh,2018,2,Gwalior District,489851,768942832.07
Madhya Pradesh,2018,2,Anuppur District,75195,128975584.07
Madhya Pradesh,2018,2,Agar Malwa District,68342,176571578.38
Madhya Pradesh,2018,2,Ashoknagar District,54242,89964031.54
Madhya Pradesh,2018,2,Sagar District,267894,314107092.2
Madhya Pradesh,2018,2,Niwari District,27058,24959522.51
Madhya Pradesh,2018,2,Rewa District,298854,492363779.32
Madhya Pradesh,2018,2,Shajapur District,129061,175288994.91
Madhya Pradesh,2018,2,Ujjain District,291630,463505751.49
Madhya Pradesh,2018,2,Bhind District,126920,171639410.87
Madhya Pradesh,2018,2,Tikamgarh District,68970,93783367.77
Madhya Pradesh,2018,2,Seoni District,112462,149334604.66
Madhya Pradesh,2018,2,Harda District,60536,124597087.15
Madhya Pradesh,2018,2,Burhanpur District,47282,71514661.9
Madhya Pradesh,2018,2,Damoh District,80644,107757242.72
Madhya Pradesh,2018,2,Bhopal District,2101870,3162583722.75
Madhya Pradesh,2018,2,Jhabua District,26063,41023385.14
Madhya Pradesh,2018,2,Dhar District,238497,351923712.99
Madhya Pradesh,2018,2,Guna District,168387,187110752.54
Madhya Pradesh,2018,2,East Nimar District,99771,146718815.95
Madhya Pradesh,2018,2,Chhindwara District,210555,261719220.92
Madhya Pradesh,2018,2,Umaria District,41149,63869947.88
Madhya Pradesh,2018,2,Mandla District,42090,73926032.85
Madhya Pradesh,2018,2,Indore District,1375908,2404399122.9
Madhya Pradesh,2018,2,Shahdol District,92269,170374864.66
Madhya Pradesh,2018,2,Ratlam District,157631,265107190.35
Madhya Pradesh,2018,2,Panna District,55200,68661778.11
Madhya Pradesh,2018,2,Chhatarpur District,116892,145073867.4
Madhya Pradesh,2018,3,Morena District,225109,314162389.21
Madhya Pradesh,2018,3,Alirajpur District,14499,31329484.46
Madhya Pradesh,2018,3,Sehore District,758026,813770551.03
Madhya Pradesh,2018,3,Rajgarh District,264264,490284208.94
Madhya Pradesh,2018,3,Khargone District,212212,367653656.92
Madhya Pradesh,2018,3,Satna District,336587,384859967.69
Madhya Pradesh,2018,3,Narsinghpur District,426854,345889819.41
Madhya Pradesh,2018,3,Jabalpur District,701227,958869249.39
Madhya Pradesh,2018,3,Hoshangabad District,232423,350613568.05
Madhya Pradesh,2018,3,Vidisha District,356894,387577329.34
Madhya Pradesh,2018,3,Balaghat District,206889,288749854.04
Madhya Pradesh,2018,3,Singrauli District,293194,484603524.85
Madhya Pradesh,2018,3,Betul District,255158,341596958.56
Madhya Pradesh,2018,3,Sidhi District,103433,217219534.03
Madhya Pradesh,2018,3,Datia District,80900,111289100.35
Madhya Pradesh,2018,3,Dewas District,396402,573244078.73
Madhya Pradesh,2018,3,Sheopur District,47777,70204603.38
Madhya Pradesh,2018,3,Neemuch District,118927,193198515.27
Madhya Pradesh,2018,3,Raisen District,293648,347162115.33
Madhya Pradesh,2018,3,Mandsaur District,191633,279080875.2
Madhya Pradesh,2018,3,Barwani District,78050,129885904.69
Madhya Pradesh,2018,3,Katni District,135537,191678963.28
Madhya Pradesh,2018,3,Dindori District,48720,104963346.05
Madhya Pradesh,2018,3,Shivpuri District,247121,251982372.4
Madhya Pradesh,2018,3,Gwalior District,726317,1161920835.79
Madhya Pradesh,2018,3,Anuppur District,134714,214472109.77
Madhya Pradesh,2018,3,Agar Malwa District,80868,205469348.73
Madhya Pradesh,2018,3,Ashoknagar District,111938,147015385.99
Madhya Pradesh,2018,3,Sagar District,792217,664927054.04
Madhya Pradesh,2018,3,Niwari District,29194,41047174.13
Madhya Pradesh,2018,3,Rewa District,566062,685929451.09
Madhya Pradesh,2018,3,Shajapur District,199572,298525129.14
Madhya Pradesh,2018,3,Ujjain District,498756,721272323.64
Madhya Pradesh,2018,3,Bhind District,189161,242565162.35
Madhya Pradesh,2018,3,Tikamgarh District,85323,134625754.01
Madhya Pradesh,2018,3,Seoni District,195122,241275224.78
Madhya Pradesh,2018,3,Harda District,83258,144520947.83
Madhya Pradesh,2018,3,Burhanpur District,70022,104462490.18
Madhya Pradesh,2018,3,Damoh District,110626,151909658.66
Madhya Pradesh,2018,3,Bhopal District,3157810,4500771533.49
Madhya Pradesh,2018,3,Jhabua District,38916,63326929.54
Madhya Pradesh,2018,3,Dhar District,425936,570906796.13
Madhya Pradesh,2018,3,Guna District,286324,342644569.41
Madhya Pradesh,2018,3,East Nimar District,149436,217800277.67
Madhya Pradesh,2018,3,Chhindwara District,321934,412767395.98
Madhya Pradesh,2018,3,Umaria District,72491,120215633.03
Madhya Pradesh,2018,3,Mandla District,56024,111478477.38
Madhya Pradesh,2018,3,Indore District,2082530,3633508421.81
Madhya Pradesh,2018,3,Shahdol District,158517,276738576.0
Madhya Pradesh,2018,3,Ratlam District,278962,416785369.32
Madhya Pradesh,2018,3,Panna District,60946,90293317.94
Madhya Pradesh,2018,3,Chhatarpur District,138525,202696886.26
Madhya Pradesh,2018,4,Morena District,271585,469203779.68
Madhya Pradesh,2018,4,Alirajpur District,21963,45165476.84
Madhya Pradesh,2018,4,Sehore District,783146,1051788224.06
Madhya Pradesh,2018,4,Rajgarh District,347269,660055204.98
Madhya Pradesh,2018,4,Khargone District,284771,547527525.73
Madhya Pradesh,2018,4,Satna District,483123,591600774.68
Madhya Pradesh,2018,4,Narsinghpur District,258432,382951245.2
Madhya Pradesh,2018,4,Jabalpur District,866243,1360238729.03
Madhya Pradesh,2018,4,Hoshangabad District,308911,514857130.98
Madhya Pradesh,2018,4,Vidisha District,390739,483355119.65
Madhya Pradesh,2018,4,Balaghat District,338581,461847795.96
Madhya Pradesh,2018,4,Singrauli District,419946,737232794.95
Madhya Pradesh,2018,4,Betul District,326736,518818434.86
Madhya Pradesh,2018,4,Sidhi District,175484,332466149.66
Madhya Pradesh,2018,4,Datia District,122314,168858427.8
Madhya Pradesh,2018,4,Dewas District,501654,821092172.38
Madhya Pradesh,2018,4,Sheopur District,61335,115195832.6
Madhya Pradesh,2018,4,Neemuch District,174140,282369348.92
Madhya Pradesh,2018,4,Raisen District,389796,524075459.1
Madhya Pradesh,2018,4,Mandsaur District,277416,391917400.31
Madhya Pradesh,2018,4,Barwani District,88949,180694126.42
Madhya Pradesh,2018,4,Katni District,193021,294787947.02
Madhya Pradesh,2018,4,Dindori District,70932,158767219.28
Madhya Pradesh,2018,4,Shivpuri District,378896,353412369.54
Madhya Pradesh,2018,4,Gwalior District,894712,1644666010.35
Madhya Pradesh,2018,4,Anuppur District,167782,320615508.69
Madhya Pradesh,2018,4,Agar Malwa District,105886,260783066.16
Madhya Pradesh,2018,4,Ashoknagar District,106583,194613632.92
Madhya Pradesh,2018,4,Sagar District,573261,742271402.22
Madhya Pradesh,2018,4,Niwari District,47128,61816022.3
Madhya Pradesh,2018,4,Rewa District,588836,933681137.71
Madhya Pradesh,2018,4,Shajapur District,247546,401715212.21
Madhya Pradesh,2018,4,Ujjain District,585638,981666410.74
Madhya Pradesh,2018,4,Bhind District,228728,380235556.0
Madhya Pradesh,2018,4,Tikamgarh District,128946,194635845.37
Madhya Pradesh,2018,4,Seoni District,243126,359435415.43
Madhya Pradesh,2018,4,Harda District,108428,192765473.88
Madhya Pradesh,2018,4,Burhanpur District,88001,152806391.49
Madhya Pradesh,2018,4,Damoh District,162192,223242040.9
Madhya Pradesh,2018,4,Bhopal District,4226983,6249310700.96
Madhya Pradesh,2018,4,Jhabua District,58035,104063289.33
Madhya Pradesh,2018,4,Dhar District,536104,820460181.52
Madhya Pradesh,2018,4,Guna District,277175,459379018.88
Madhya Pradesh,2018,4,East Nimar District,178194,299011356.48
Madhya Pradesh,2018,4,Chhindwara District,431596,608429977.69
Madhya Pradesh,2018,4,Umaria District,95954,164082883.53
Madhya Pradesh,2018,4,Mandla District,91790,172634998.51
Madhya Pradesh,2018,4,Indore District,2826520,5075021922.8
Madhya Pradesh,2018,4,Shahdol District,209180,388199322.82
Madhya Pradesh,2018,4,Ratlam District,328469,582214576.1
Madhya Pradesh,2018,4,Panna District,106697,152348677.06
Madhya Pradesh,2018,4,Chhatarpur District,218683,337223351.31
Madhya Pradesh,2019,1,Morena District,376798,590340172.55
Madhya Pradesh,2019,1,Alirajpur District,31490,57528445.88
Madhya Pradesh,2019,1,Sehore District,1598108,1381467050.21
Madhya Pradesh,2019,1,Rajgarh District,648061,849387423.71
Madhya Pradesh,2019,1,Khargone District,411986,660544853.67
Madhya Pradesh,2019,1,Satna District,764362,837796202.37
Madhya Pradesh,2019,1,Narsinghpur District,399379,518838319.27
Madhya Pradesh,2019,1,Jabalpur District,1489827,2066194878.08
Madhya Pradesh,2019,1,Hoshangabad District,553426,797390486.87
Madhya Pradesh,2019,1,Vidisha District,563457,611099763.95
Madhya Pradesh,2019,1,Balaghat District,554447,630492989.0
Madhya Pradesh,2019,1,Singrauli District,771972,909610315.88
Madhya Pradesh,2019,1,Betul District,534677,672533278.27
Madhya Pradesh,2019,1,Sidhi District,248937,410718619.87
Madhya Pradesh,2019,1,Datia District,180925,252504015.57
Madhya Pradesh,2019,1,Dewas District,911351,1084348082.08
Madhya Pradesh,2019,1,Sheopur District,91429,135311510.1
Madhya Pradesh,2019,1,Neemuch District,354202,395660623.35
Madhya Pradesh,2019,1,Raisen District,695558,725879807.27
Madhya Pradesh,2019,1,Mandsaur District,483684,539074153.29
Madhya Pradesh,2019,1,Barwani District,128005,219244169.14
Madhya Pradesh,2019,1,Katni District,301180,409719255.69
Madhya Pradesh,2019,1,Dindori District,124325,177463422.54
Madhya Pradesh,2019,1,Shivpuri District,396289,453501159.67
Madhya Pradesh,2019,1,Gwalior District,1342886,2088543078.35
Madhya Pradesh,2019,1,Anuppur District,269466,368414431.56
Madhya Pradesh,2019,1,Agar Malwa District,172327,287964461.45
Madhya Pradesh,2019,1,Ashoknagar District,148509,228929290.71
Madhya Pradesh,2019,1,Sagar District,925998,1031788235.32
Madhya Pradesh,2019,1,Niwari District,71604,94651228.74
Madhya Pradesh,2019,1,Rewa District,866533,1138882577.75
Madhya Pradesh,2019,1,Shajapur District,424237,496437268.91
Madhya Pradesh,2019,1,Ujjain District,940607,1264261226.76
Madhya Pradesh,2019,1,Bhind District,359414,478039474.57
Madhya Pradesh,2019,1,Tikamgarh District,196901,261488913.12
Madhya Pradesh,2019,1,Seoni District,372002,502814827.12
Madhya Pradesh,2019,1,Harda District,154078,230304157.92
Madhya Pradesh,2019,1,Burhanpur District,112881,179246644.08
Madhya Pradesh,2019,1,Damoh District,238517,302505344.26
Madhya Pradesh,2019,1,Bhopal District,8252290,9878412374.3
Madhya Pradesh,2019,1,Jhabua District,91081,139117371.35
Madhya Pradesh,2019,1,Dhar District,976357,1063530759.76
Madhya Pradesh,2019,1,Guna District,405000,561823338.15
Madhya Pradesh,2019,1,East Nimar District,261800,382404007.53
Madhya Pradesh,2019,1,Chhindwara District,712778,883844445.13
Madhya Pradesh,2019,1,Umaria District,173141,228656214.15
Madhya Pradesh,2019,1,Mandla District,142749,220376060.07
Madhya Pradesh,2019,1,Indore District,5731364,8462300131.38
Madhya Pradesh,2019,1,Shahdol District,314212,487101458.36
Madhya Pradesh,2019,1,Ratlam District,547587,739522679.33
Madhya Pradesh,2019,1,Panna District,157047,212311094.12
Madhya Pradesh,2019,1,Chhatarpur District,325808,469959429.53
Madhya Pradesh,2019,2,Morena District,343097,759305410.94
Madhya Pradesh,2019,2,Alirajpur District,34336,69497452.42
Madhya Pradesh,2019,2,Sehore District,1000398,1498323453.6
Madhya Pradesh,2019,2,Rajgarh District,514081,1017424331.54
Madhya Pradesh,2019,2,Khargone District,382282,750061980.52
Madhya Pradesh,2019,2,Satna District,616768,985174475.03
Madhya Pradesh,2019,2,Narsinghpur District,346905,606090629.45
Madhya Pradesh,2019,2,Jabalpur District,2003659,3365108021.11
Madhya Pradesh,2019,2,Hoshangabad District,733352,1398321448.03
Madhya Pradesh,2019,2,Vidisha District,481189,790501880.75
Madhya Pradesh,2019,2,Balaghat District,449840,762685263.28
Madhya Pradesh,2019,2,Singrauli District,551954,992797313.45
Madhya Pradesh,2019,2,Betul District,449045,767821477.08
Madhya Pradesh,2019,2,Sidhi District,233508,493694170.47
Madhya Pradesh,2019,2,Datia District,152773,339467343.84
